,lat,lon,depth,time,evid,nass,ml,sdobs,etype,matchid
237,61.3837,-150.1209,36.8955,1543617790.09231,1722,36,2.27,0.8118,-,237
238,61.5406,-149.9008,32.2903,1543617950.60942,1727,8,2.17,0.6633,-,238
239,61.4039,-149.9127,37.0613,1543618247.70395,1743,65,3.0,0.8922,-,239
240,61.4628,-149.9384,34.0568,1543618347.27285,1752,55,3.17,0.5264,-,240
241,61.4977,-149.9076,41.435,1543618448.14587,1764,6,2.09,0.288,-,241
242,61.4791,-149.9056,33.0347,1543618530.42056,1768,41,2.0,0.6223,-,242
243,61.4897,-149.9192,35.4983,1543618581.63465,1770,19,2.01,0.6042,-,243
244,61.4455,-149.9073,32.5699,1543618778.62352,1777,46,3.02,0.5727,-,244
245,61.4676,-150.1198,39.0665,1543618921.37739,1794,17,1.71,0.5852,-,245
246,61.3373,-150.0021,37.231,1543618972.94793,1796,65,3.63,0.4727,-,246
247,61.3565,-150.039,35.0846,1543619127.96438,1805,43,2.31,0.7551,-,247
248,61.4834,-150.1117,38.0767,1543619208.91941,1807,16,1.78,0.6749,-,248
249,61.5165,-149.9477,40.7199,1543619267.49913,1810,74,4.17,0.5261,-,249
250,61.4623,-149.9109,26.1331,1543619457.43466,1827,44,3.27,0.7653,-,250
251,61.5198,-149.9225,35.3912,1543619526.82299,1828,49,3.11,0.6279,-,251
252,61.4838,-149.9081,35.0699,1543619577.3253,1832,54,3.48,0.5436,-,252
253,61.4804,-149.9123,35.7296,1543619641.33615,1837,47,3.27,0.6294,-,253
254,61.4892,-149.9382,34.8942,1543619738.90942,1846,56,2.86,0.6821,-,254
255,61.4395,-150.108,19.7172,1543619805.6864,1851,45,2.39,0.7556,-,255
256,61.4669,-149.9395,37.7333,1543619984.95546,1860,10,1.7,0.6302,-,256
257,61.3917,-150.115,29.0466,1543620007.92401,1859,42,2.55,0.8472,-,257
258,61.4912,-149.9157,31.2304,1543620063.00563,1862,65,2.7,0.7631,-,258
259,61.458,-149.941,37.3656,1543620229.52895,1875,59,2.56,0.6255,-,259
260,61.3836,-150.1142,37.7563,1543620271.38442,1881,47,2.71,0.6404,-,260
261,61.4826,-149.9029,35.6249,1543620343.63668,1885,28,2.38,0.5687,-,261
262,61.2057,-149.9439,39.9263,1543620512.95469,1897,28,2.62,0.775,-,262
263,61.4394,-149.9709,36.1931,1543620530.5323,1896,31,2.55,0.6105,-,263
264,61.3282,-150.1225,31.2434,1543620572.33271,1903,35,2.88,0.8281,-,264
265,61.4961,-149.8902,24.5315,1543620651.43309,1908,20,2.6,0.7503,-,265
266,61.2902,-149.9281,35.1884,1543620702.38688,1907,41,2.5,0.6897,-,266
267,61.4003,-150.0601,23.6435,1543620916.39444,1920,40,2.35,0.7167,-,267
268,61.5469,-149.89,34.3219,1543621003.51031,1923,12,1.8,0.6631,-,268
269,61.3689,-150.1141,35.458,1543621140.83109,1927,40,2.55,0.6852,-,269
270,61.3683,-150.1242,32.2284,1543621230.60446,1931,31,2.39,0.9308,-,270
271,61.3566,-150.092,34.6712,1543621296.91022,1938,48,2.29,0.665,-,271
272,61.4846,-149.9266,31.5507,1543621339.24995,1941,33,2.42,0.8108,-,272
273,61.416,-149.9086,35.0875,1543621392.68412,1944,33,2.47,0.6536,-,273
274,61.4821,-149.9041,25.566,1543621539.54219,1953,87,3.18,0.7209,-,274
275,61.375,-150.0451,34.7724,1543621689.6765,1962,31,2.03,0.6613,-,275
276,61.4512,-150.0862,35.2483,1543621736.86047,1964,15,2.01,0.7619,-,276
277,61.4761,-149.9106,34.6919,1543621803.84632,1966,58,3.63,0.4238,-,277
278,61.3966,-150.1046,26.2611,1543621861.85469,1972,65,3.74,0.8248,-,278
279,61.4556,-150.1091,36.4018,1543622128.65629,1987,11,1.58,0.5961,-,279
280,61.4912,-150.1153,28.5935,1543622189.70314,1995,10,2.1,0.6164,-,280
281,61.3653,-150.0776,35.7781,1543622213.49608,1992,27,2.14,0.6218,-,281
282,61.4852,-150.0565,34.8411,1543622273.13604,2000,17,1.5,0.5553,-,282
283,61.4712,-150.0157,17.8724,1543622389.52637,2007,37,3.34,0.7236,-,283
284,61.3425,-150.085,34.8072,1543622412.93272,2009,58,3.39,0.5897,-,284
285,61.3922,-150.1005,35.0751,1543622522.46867,2032,45,2.65,0.666,-,285
286,61.4454,-150.1248,33.638,1543622539.96963,2037,13,2.52,0.8515,-,286
287,61.4806,-149.9212,35.4735,1543622650.12437,2040,71,3.1,0.7295,-,287
288,61.4465,-149.9007,30.3769,1543622755.51109,2047,14,1.76,0.5621,-,288
289,61.4479,-150.0858,35.2654,1543622793.43626,2048,6,-999.0,0.1571,-,289
290,61.4932,-149.907,35.1358,1543622822.54023,2050,67,3.17,0.5661,-,290
291,61.3875,-149.9524,34.3554,1543622889.95981,2058,68,3.08,0.7224,-,291
292,61.3775,-150.1232,34.8381,1543623020.91102,2072,46,1.99,0.8525,-,292
